id,ws_token,oc,total,estado,response,fecha,fetchtbk,cod_aut,t_tarjeta,n_ctas,c_ctas,n_tarjetas
395,12310ec178e6d048ab8a3277864584c55a7f1d351d86d645169b3128ad129dcf,489,579254,aceptada,0,16/12/2020,2020-12-16T12:35:06.227-03:00,586691,NC,10,57926,4920
396,NULL,490,178968,pendiente,NULL,16/12/2020,NULL,NULL,NULL,NULL,NULL,NULL
397,NULL,491,131126,pendiente,NULL,17/12/2020,NULL,NULL,NULL,NULL,NULL,NULL
398,NULL,492,267129,pendiente,NULL,21/12/2020,NULL,NULL,NULL,NULL,NULL,NULL
399,NULL,493,1409698,pendiente,NULL,21/12/2020,NULL,NULL,NULL,NULL,NULL,NULL
400,12318396b69d89d9c193fbd428cdbb92b7aaf115a3e7b3ed47581ff6ccac47c3,494,897074,rechazada,-3,22/12/2020,NULL,NULL,NULL,NULL,NULL,NULL
401,NULL,495,548009,pendiente,NULL,22/12/2020,NULL,NULL,NULL,NULL,NULL,NULL
402,1231917aec4a164feee3de56e2e8ff2bb3ed9d768e804c2d0126d63a847c6b42,496,897074,rechazada,-3,22/12/2020,NULL,NULL,NULL,NULL,NULL,NULL
403,1131e980640dba8b72ed1a0e1d379c256047f6d352c5a73fe223ee3eac8cbbb8,497,897074,rechazada,-3,22/12/2020,NULL,NULL,NULL,NULL,NULL,NULL
404,11311877d8559c2fff3bc8c903bbd385665b204a92a2c85bd1b8a3180bf57446,498,897074,rechazada,-3,22/12/2020,NULL,NULL,NULL,NULL,NULL,NULL
405,1131facb5bc5a1a1a7f5d082c51a64aefb96ab6a6600591420a4b8a61e34206f,499,897074,rechazada,-3,22/12/2020,NULL,NULL,NULL,NULL,NULL,NULL
406,113185feb410ebde08650891d31d52fcaf95c34b8899111ebac0c94e0eeb9724,500,897074,rechazada,-3,22/12/2020,NULL,NULL,NULL,NULL,NULL,NULL
407,11311f17acdc53f5ec93b63645f93afb276c5b248feb99e8f7c34289c487f104,501,897074,rechazada,-3,22/12/2020,NULL,NULL,NULL,NULL,NULL,NULL
408,12310186050a599a1dfbc4ec98e84732903f2f1337c06216678ceb5e8fc33ee8,502,897074,rechazada,-3,22/12/2020,NULL,NULL,NULL,NULL,NULL,NULL
409,NULL,503,897074,pendiente,NULL,22/12/2020,NULL,NULL,NULL,NULL,NULL,NULL
410,NULL,504,845819,pendiente,NULL,23/12/2020,NULL,NULL,NULL,NULL,NULL,NULL
411,NULL,505,184926,pendiente,NULL,25/12/2020,NULL,NULL,NULL,NULL,NULL,NULL
412,NULL,506,527993,pendiente,NULL,27/12/2020,NULL,NULL,NULL,NULL,NULL,NULL
413,1131d0d8abeee3cdb4a5b34f3e28e583136c0cad95dfb02add71f844b3e9dc01,507,527993,aceptada,0,27/12/2020,2020-12-27T21:56:55.613-03:00,392,NC,10,52800,316
414,NULL,508,307570,pendiente,NULL,28/12/2020,NULL,NULL,NULL,NULL,NULL,NULL
415,1131a696a6f29a553684256e1f21ac4f4af9d9a50472494fe597737007dc5a2a,509,897074,rechazada,-3,28/12/2020,NULL,NULL,NULL,NULL,NULL,NULL
416,1231a47e20d0ba02d10669b05cc4c0a34b7891723c84aa944f9d493bdbedb089,510,281940,aceptada,0,28/12/2020,2020-12-28T13:34:05.309-03:00,12732,NC,12,23495,3976
417,113139f5bf7deb0840f58ee185ec6cf3952c390adbedf2ca142a4593159c8d89,511,307567,aceptada,0,28/12/2020,2020-12-28T13:46:53.381-03:00,957162,NC,10,30757,3976
418,NULL,512,307567,pendiente,NULL,28/12/2020,NULL,NULL,NULL,NULL,NULL,NULL
419,NULL,513,307567,pendiente,NULL,28/12/2020,NULL,NULL,NULL,NULL,NULL,NULL
420,12318ce5785ba8c8dda347be3d987a20777f0bb5e40a76c4e6393c0db2bb92f8,514,307567,rechazada,-1,28/12/2020,NULL,NULL,NULL,NULL,NULL,NULL
421,11311eb82f8dd0f9283e42f62abff298fbb6374e86740a0c79b13ca1f13a8a3a,515,307567,rechazada,-3,28/12/2020,NULL,NULL,NULL,NULL,NULL,NULL
422,12310ef41c2716fd80531c8f5d2e710eb33dbcbf3f473269479e881f8eeeb464,516,1,rechazada,-1,29/12/2020,NULL,NULL,NULL,NULL,NULL,NULL
423,1231c2d482ce58b18de18b0225289110962acd27cd2a2acc2c23f64b529181f0,517,1,rechazada,-1,29/12/2020,NULL,NULL,NULL,NULL,NULL,NULL
424,12310a24643ddb9ec100f25bddba73b5e0f6ae94da9f361d337404a1b6ef4d14,518,1,rechazada,-1,29/12/2020,NULL,NULL,NULL,NULL,NULL,NULL
425,1131372553df425024c0393d525b632ad7956f46be16f515ac8c948c50545c12,519,1,rechazada,-1,29/12/2020,NULL,NULL,NULL,NULL,NULL,NULL
426,1131ef0bf161c5ea9bea1faa32bd4451a44e11c853ca28a87cb6ce1580a98cbd,520,1,rechazada,-1,29/12/2020,NULL,NULL,NULL,NULL,NULL,NULL
427,1231f61ae9c251ba14282ded4f57cbed6364a91512249c5ecb8e6554ff1e9539,521,1,rechazada,-1,29/12/2020,NULL,NULL,NULL,NULL,NULL,NULL
428,12312e9d8c15cba486dce97c28dd2b51dcb2ce2bf8e0cde21e53af7c048b7df5,522,1,rechazada,-1,31/12/2020,NULL,NULL,NULL,NULL,NULL,NULL
429,NULL,523,1,pendiente,NULL,31/12/2020,NULL,NULL,NULL,NULL,NULL,NULL
430,NULL,524,1,pendiente,NULL,31/12/2020,NULL,NULL,NULL,NULL,NULL,NULL
431,NULL,525,1,pendiente,NULL,31/12/2020,NULL,NULL,NULL,NULL,NULL,NULL
432,NULL,526,146095,pendiente,NULL,31/12/2020,NULL,NULL,NULL,NULL,NULL,NULL
433,NULL,539,1,pendiente,NULL,31/12/2020,NULL,NULL,NULL,NULL,NULL,NULL
434,NULL,545,1,pendiente,NULL,31/12/2020,NULL,NULL,NULL,NULL,NULL,NULL
435,1231246740dd8ebd70fbbadddb343105e209d5d82e89942745a7b208ef99b044,546,1,rechazada,-1,31/12/2020,NULL,NULL,NULL,NULL,NULL,NULL
436,NULL,547,1,pendiente,NULL,31/12/2020,NULL,NULL,NULL,NULL,NULL,NULL
437,11319988baa2ce4a58813a12249a8f706bc7e8a3b1d198e7c04906ccf7561c43,548,54,aceptada,0,31/12/2020,2020-12-31T13:24:01.367-03:00,2070,VD,0,,4280
438,12316954e1f46a0556170a72aafc08c0f0d2cc607fba8b9436ed5da5f6dd5e33,549,876571,aceptada,0,31/12/2020,2020-12-31T16:40:24.203-03:00,301017,NC,6,146096,1764
439,NULL,550,2216166,pendiente,NULL,2/1/2021,NULL,NULL,NULL,NULL,NULL,NULL
440,1231a30998cd9230f9e2d65d2e36698c16ddb98e47267d5c8345f4dfa2e53b71,551,2216166,rechazada,-3,2/1/2021,NULL,NULL,NULL,NULL,NULL,NULL
441,12319a12051bbfd541c1483501f29ca5c3dc41ef184f40b2eddbc7a654805934,552,401915,aceptada,0,3/1/2021,2021-01-03T12:54:54.910-03:00,288898,NC,6,66986,3843
442,12312b56a71f0dfed4d4eda80b93d150a17b049ae194f108e39b3fb64c633b34,553,1742893,rechazada,-3,3/1/2021,NULL,NULL,NULL,NULL,NULL,NULL
443,11318cee128f74c8c8b23610a84a5c1bdfe49a754bcaf2b28566877064bee862,554,563879,rechazada,-3,3/1/2021,NULL,NULL,NULL,NULL,NULL,NULL
444,NULL,555,3208127,pendiente,NULL,4/1/2021,NULL,NULL,NULL,NULL,NULL,NULL
445,1131ba9af54b9ff70582afea9598f75c5cc0c5f55f690732de90f071612e8d61,556,938087,aceptada,0,4/1/2021,2021-01-04T11:24:38.011-03:00,544962,NC,10,93809,3980
446,1231f1ae8124b0bf91fb798007bd2769b8b7f53342aaa83ead0a31f6f1824c0c,557,307567,aceptada,0,4/1/2021,2021-01-04T12:38:57.799-03:00,872732,NC,10,30757,3976
447,NULL,558,54,pendiente,NULL,4/1/2021,NULL,NULL,NULL,NULL,NULL,NULL
448,NULL,559,54,pendiente,NULL,4/1/2021,NULL,NULL,NULL,NULL,NULL,NULL
449,NULL,560,54,pendiente,NULL,4/1/2021,NULL,NULL,NULL,NULL,NULL,NULL
450,NULL,561,54,pendiente,NULL,4/1/2021,NULL,NULL,NULL,NULL,NULL,NULL
451,NULL,562,54,pendiente,NULL,4/1/2021,NULL,NULL,NULL,NULL,NULL,NULL
452,NULL,563,54,pendiente,NULL,4/1/2021,NULL,NULL,NULL,NULL,NULL,NULL
453,NULL,564,54,pendiente,NULL,4/1/2021,NULL,NULL,NULL,NULL,NULL,NULL
454,NULL,565,54,pendiente,NULL,4/1/2021,NULL,NULL,NULL,NULL,NULL,NULL
455,11313ca9d51b9867a47aba60c3ebd5c979549ceb2b9b6f9d9895749478d46892,566,54,aceptada,0,4/1/2021,2021-01-04T14:26:58.868-03:00,1202,VD,0,,4280
456,12310a98735a3cd9bdec364e1efbfdceaffeb0ef8780be140cb9f6da6e0d97a1,567,54,aceptada,0,4/1/2021,2021-01-04T14:33:36.188-03:00,4078,VD,0,,4280
457,1131f1387eab6a5a8df0414999600a2b3302b0fc552df23428e69b46282a1efb,568,290910,aceptada,0,4/1/2021,2021-01-04T15:36:14.689-03:00,371664,VD,0,,4723
458,NULL,569,176263,pendiente,NULL,6/1/2021,NULL,NULL,NULL,NULL,NULL,NULL
459,NULL,570,293057,pendiente,NULL,6/1/2021,NULL,NULL,NULL,NULL,NULL,NULL
460,NULL,571,121530,pendiente,NULL,6/1/2021,NULL,NULL,NULL,NULL,NULL,NULL
461,1231d91d9e851e8569d6717a49e9e0e0d6eab8640004b3116cbe0a6b8dcf8121,572,121530,aceptada,0,6/1/2021,2021-01-06T12:32:28.600-03:00,426684,VN,0,,2967
462,1231b50615a2b74dc970a029a19c480de8e9225f4709459a96171a973a9143e0,573,293057,aceptada,0,6/1/2021,2021-01-06T13:09:32.257-03:00,6900,VN,0,,265
463,NULL,574,1312294,pendiente,NULL,7/1/2021,NULL,NULL,NULL,NULL,NULL,NULL
464,NULL,575,176263,pendiente,NULL,8/1/2021,NULL,NULL,NULL,NULL,NULL,NULL
465,1231b908de6c7559654c2439e77c46b0e0ab7cf7e10a94d25de6ac416d5fc554,576,307567,rechazada,-1,9/1/2021,NULL,NULL,NULL,NULL,NULL,NULL
466,12317861e23533b44344d6925dcee650b0b8ed9ac48bb74edd3f5f25c230ede0,577,307567,aceptada,0,9/1/2021,2021-01-09T20:45:40.840-03:00,808738,VD,0,,5495
467,NULL,578,76892,pendiente,NULL,10/1/2021,NULL,NULL,NULL,NULL,NULL,NULL
468,11317f504fb9a4fcac45ba73637c3b368d91b3ce0a228c6fe941a2c2eeb0d29e,579,174211,aceptada,0,10/1/2021,2021-01-10T15:51:00.749-03:00,131097,VD,0,,1105
469,NULL,580,352526,pendiente,NULL,10/1/2021,NULL,NULL,NULL,NULL,NULL,NULL
470,1131dec37dc9f70743783946a366dd3d1210325687effac8746ecaca144e246e,581,352526,rechazada,-2,10/1/2021,NULL,NULL,NULL,NULL,NULL,NULL
471,NULL,582,584380,pendiente,NULL,10/1/2021,NULL,NULL,NULL,NULL,NULL,NULL
472,1131505c705f45ef8abdc86c567cbbd35a5fe702da676758c3b300dce3571455,583,352526,rechazada,-2,10/1/2021,NULL,NULL,NULL,NULL,NULL,NULL
473,12313bddb18b8b026d179724b4f8ad4904ac36b39acf09c4d2410b382d1a91fd,584,352526,aceptada,0,10/1/2021,2021-01-10T21:36:48.209-03:00,4862,VD,0,,18
474,1131d755e4cc84852287611903227c4a737dcdbc14138f5c12189eca07c38a55,0,461351,aceptada,0,11/1/2021,2021-12-20T09:59:26.208-03:00,123080,VD,0,,1257
475,1131d755e4cc84852287611903227c4a737dcdbc14138f5c12189eca07c38a55,0,461351,aceptada,0,11/1/2021,2021-12-20T09:59:26.208-03:00,123080,VD,0,,1257
476,1231bf54a0632799ed890c25c0366b196761ff6a5ccb46dc61ac5dbae58d4b87,585,54,aceptada,0,11/1/2021,2021-01-11T16:02:13.998-03:00,4730,VD,0,,4280
477,NULL,586,584380,pendiente,NULL,12/1/2021,NULL,NULL,NULL,NULL,NULL,NULL
478,NULL,587,1756697,pendiente,NULL,13/01/2021,NULL,NULL,NULL,NULL,NULL,NULL
479,1131a4768bab0fcb9734f1c3b92858d5746c67a4be8f36c67a6329451e640ea2,588,650659,aceptada,0,13/01/2021,2021-01-13T11:27:34.134-03:00,262008,VN,0,,6891
480,NULL,589,80968,pendiente,NULL,13/01/2021,NULL,NULL,NULL,NULL,NULL,NULL
481,1131547d89dc912d5f8557b0b6c1b71c74da9d9cca720675ccb0108c6a35f280,590,125002,aceptada,0,14/01/2021,2021-01-14T09:14:01.073-03:00,614959,VD,0,,140
482,123100dca81d95e5d1cb1523012f637645c166286d817f297d6431427249a2c9,591,536,aceptada,0,14/01/2021,2021-01-14T10:31:18.820-03:00,342784,VD,0,,8684
483,NULL,592,80968,pendiente,NULL,14/01/2021,NULL,NULL,NULL,NULL,NULL,NULL
484,1231b503a8ab24502f28252ad94b51a3522de98a082f02d433279f60730b7a82,593,485806,aceptada,0,14/01/2021,2021-01-14T11:16:41.661-03:00,66,VD,0,,7535
485,NULL,594,1158517,pendiente,NULL,14/01/2021,NULL,NULL,NULL,NULL,NULL,NULL
486,NULL,595,1756697,pendiente,NULL,14/01/2021,NULL,NULL,NULL,NULL,NULL,NULL
487,123175b9f90dfd3d13f7af264c8a6a48b822c12e55c221f80f3595ec5893b0a0,596,1158517,rechazada,-2,14/01/2021,NULL,NULL,NULL,NULL,NULL,NULL
488,NULL,597,1756697,pendiente,NULL,14/01/2021,NULL,NULL,NULL,NULL,NULL,NULL
489,123185d3aff49ae0d6962872eb413774fbd062a89f8e18d24030a2d176ec54f0,598,1158517,rechazada,-2,14/01/2021,NULL,NULL,NULL,NULL,NULL,NULL
490,NULL,599,1756697,pendiente,NULL,14/01/2021,NULL,NULL,NULL,NULL,NULL,NULL
491,NULL,600,1756697,pendiente,NULL,14/01/2021,NULL,NULL,NULL,NULL,NULL,NULL
492,1231bb0bdf17d491c90ab0c37e60f4ee61844fec14dedaaef3a13d06d2d7f984,601,327617,aceptada,0,14/01/2021,2021-01-14T16:00:00.636-03:00,5766,VN,0,,5336
493,NULL,602,323870,pendiente,NULL,15/01/2021,NULL,NULL,NULL,NULL,NULL,NULL
494,NULL,603,323870,pendiente,NULL,15/01/2021,NULL,NULL,NULL,NULL,NULL,NULL
495,NULL,604,297902,pendiente,NULL,16/01/2021,NULL,NULL,NULL,NULL,NULL,NULL
496,NULL,605,297902,pendiente,NULL,16/01/2021,NULL,NULL,NULL,NULL,NULL,NULL
497,NULL,606,297902,pendiente,NULL,16/01/2021,NULL,NULL,NULL,NULL,NULL,NULL
498,1131c73d896796eda4021f4c6a3ac3cde712955d39ef18b6bc39af5fe7439996,607,297902,aceptada,0,16/01/2021,2021-01-16T15:23:55.033-03:00,391848,VD,0,,2171
499,NULL,608,524533,pendiente,NULL,20/01/2021,NULL,NULL,NULL,NULL,NULL,NULL
500,1231a794563dafabf1406f0fde40817ef47031da44dffcd1549b79f8a7f8a5c4,609,524533,aceptada,0,20/01/2021,2021-01-20T13:16:45.942-03:00,4695,VD,0,,1016
501,NULL,610,295746,pendiente,NULL,20/01/2021,NULL,NULL,NULL,NULL,NULL,NULL
502,NULL,611,295746,pendiente,NULL,20/01/2021,NULL,NULL,NULL,NULL,NULL,NULL
503,123132761880aa2787c0f283091864f16790766d6d797ec6e2fb30002ca30164,612,295746,aceptada,0,20/01/2021,2021-01-20T14:47:34.150-03:00,735,VD,0,,4393
504,NULL,613,1042553,pendiente,NULL,22/01/2021,NULL,NULL,NULL,NULL,NULL,NULL
505,NULL,614,1042553,pendiente,NULL,22/01/2021,NULL,NULL,NULL,NULL,NULL,NULL
506,1131df32e2b1f469db1dfb2851715def81c4fb2e82787882bbd199228d111627,615,217858,aceptada,0,23/01/2021,2021-01-23T14:57:11.202-03:00,466873,VN,0,,1356
507,NULL,616,3303185,pendiente,NULL,25/01/2021,NULL,NULL,NULL,NULL,NULL,NULL
508,12318348277accee567ae1259b03653b41bde97b90c6b570116ae3144d4aa6f5,617,317180,aceptada,0,27/01/2021,2021-01-27T12:39:28.590-03:00,120541,VD,0,,7441
509,NULL,618,218772,pendiente,NULL,28/01/2021,NULL,NULL,NULL,NULL,NULL,NULL
510,NULL,619,337448,pendiente,NULL,31/01/2021,NULL,NULL,NULL,NULL,NULL,NULL
511,1231092aadd92fed231ac069305f0a015ca4fb84f3b4cbb5abbca4540621b241,620,337448,aceptada,0,31/01/2021,2021-01-31T16:02:31.609-03:00,454718,VD,0,,7441
512,NULL,621,283201,pendiente,NULL,2/2/2021,NULL,NULL,NULL,NULL,NULL,NULL
513,12318208b3f96b3c2d9bdf7c0cec704f708d8fa8e480e58d5d15a525374adf80,622,283201,aceptada,0,2/2/2021,2021-02-02T18:01:29.275-03:00,242185,NC,6,47201,8371
514,NULL,623,168724,pendiente,NULL,3/2/2021,NULL,NULL,NULL,NULL,NULL,NULL
515,NULL,624,168724,pendiente,NULL,3/2/2021,NULL,NULL,NULL,NULL,NULL,NULL
516,NULL,625,168724,pendiente,NULL,3/2/2021,NULL,NULL,NULL,NULL,NULL,NULL
517,NULL,626,579987,pendiente,NULL,3/2/2021,NULL,NULL,NULL,NULL,NULL,NULL
518,NULL,627,3228261,pendiente,NULL,4/2/2021,NULL,NULL,NULL,NULL,NULL,NULL
519,NULL,628,84582,pendiente,NULL,5/2/2021,NULL,NULL,NULL,NULL,NULL,NULL
520,NULL,629,140972,pendiente,NULL,8/2/2021,NULL,NULL,NULL,NULL,NULL,NULL
521,NULL,630,140972,pendiente,NULL,8/2/2021,NULL,NULL,NULL,NULL,NULL,NULL
522,NULL,631,82018,pendiente,NULL,9/2/2021,NULL,NULL,NULL,NULL,NULL,NULL
523,NULL,632,406666,pendiente,NULL,9/2/2021,NULL,NULL,NULL,NULL,NULL,NULL
524,NULL,633,156347,pendiente,NULL,10/2/2021,NULL,NULL,NULL,NULL,NULL,NULL
525,NULL,634,895195,pendiente,NULL,10/2/2021,NULL,NULL,NULL,NULL,NULL,NULL
526,1131117693c8b8e7c626476f410fc077c3d0a86b6d6833f6f97e6b96398f5eb8,635,563889,aceptada,0,10/2/2021,2021-02-10T12:28:16.292-03:00,300056,VN,0,,1128
527,NULL,636,1025380,pendiente,NULL,11/2/2021,NULL,NULL,NULL,NULL,NULL,NULL
528,NULL,637,1025380,pendiente,NULL,11/2/2021,NULL,NULL,NULL,NULL,NULL,NULL
529,NULL,638,82018,pendiente,NULL,11/2/2021,NULL,NULL,NULL,NULL,NULL,NULL
530,NULL,639,156347,pendiente,NULL,12/2/2021,NULL,NULL,NULL,NULL,NULL,NULL
531,NULL,640,423248,pendiente,NULL,15/02/2021,NULL,NULL,NULL,NULL,NULL,NULL
532,NULL,641,357482,pendiente,NULL,16/02/2021,NULL,NULL,NULL,NULL,NULL,NULL
533,NULL,642,513829,pendiente,NULL,16/02/2021,NULL,NULL,NULL,NULL,NULL,NULL
534,NULL,643,513829,pendiente,NULL,16/02/2021,NULL,NULL,NULL,NULL,NULL,NULL
535,NULL,644,190210,pendiente,NULL,17/02/2021,NULL,NULL,NULL,NULL,NULL,NULL
536,1131aafd44267618d857de8652d64552e3a9544a27b8d0ee24856a2b6b9d4045,645,134149,aceptada,0,18/02/2021,2021-02-18T10:40:51.999-03:00,324482,VD,0,,10
537,NULL,646,312694,pendiente,NULL,18/02/2021,NULL,NULL,NULL,NULL,NULL,NULL
538,NULL,647,312694,pendiente,NULL,18/02/2021,NULL,NULL,NULL,NULL,NULL,NULL
539,1231a405971844e19dcf66695de19485b812148fb08d8b683d7e5b719ed6c6dc,648,1527596,aceptada,0,18/02/2021,2021-02-18T13:49:00.341-03:00,530150,NC,6,254600,9131
540,NULL,649,274031,pendiente,NULL,18/02/2021,NULL,NULL,NULL,NULL,NULL,NULL
541,1231ce1a0d1ba97684cefb52a232a22385d2e806d23cc482c4752eb6a65197c8,650,274031,aceptada,0,18/02/2021,2021-02-18T18:37:21.337-03:00,549814,VD,0,,7451
542,NULL,651,1692994,pendiente,NULL,19/02/2021,NULL,NULL,NULL,NULL,NULL,NULL
543,NULL,652,1692994,pendiente,NULL,19/02/2021,NULL,NULL,NULL,NULL,NULL,NULL
544,12312626494475ce8f393f05082ca0fd20321e8e5dfdbb2c2f61fb603bd866b0,653,2030837,aceptada,0,19/02/2021,2021-02-19T11:20:28.282-03:00,354704,NC,6,338473,2842
545,NULL,654,369690,pendiente,NULL,23/02/2021,NULL,NULL,NULL,NULL,NULL,NULL
546,1131f22ba591b7ba54b35c96db3ac3136975cbb98240f5425459be5874758ac3,655,298780,aceptada,0,28/02/2021,2021-02-28T17:53:54.981-03:00,349681,VD,0,,2171
547,NULL,656,1732935,pendiente,NULL,6/3/2021,NULL,NULL,NULL,NULL,NULL,NULL
548,NULL,657,1732935,pendiente,NULL,6/3/2021,NULL,NULL,NULL,NULL,NULL,NULL
549,1131c323c2edcc2ee18c9ca1c9178c54d84f66134ba30dcb8bec25e15de61f60,658,320381,aceptada,0,6/3/2021,2021-03-06T15:06:51.284-03:00,199981,NC,6,53397,4919
550,113124f2332a3a708a3d1ef0741ff51a059d5094dc3f968561d05ca4be323aa3,659,496785,aceptada,0,9/3/2021,2021-03-09T10:20:57.273-03:00,892528,SI,3,165595,1787
551,NULL,660,4407022,pendiente,NULL,9/3/2021,NULL,NULL,NULL,NULL,NULL,NULL
552,NULL,661,304200,pendiente,NULL,10/3/2021,NULL,NULL,NULL,NULL,NULL,NULL
553,1131806209d773c25ef1dc2dd7c43144c747c3e9a8276c93d45c77307314f3e5,662,856510,aceptada,0,11/3/2021,2021-03-11T11:49:37.903-03:00,2026,VD,0,,9023
554,NULL,663,607519,pendiente,NULL,14/03/2021,NULL,NULL,NULL,NULL,NULL,NULL
555,NULL,664,1079628,pendiente,NULL,16/03/2021,NULL,NULL,NULL,NULL,NULL,NULL
556,1231ac47ea095d05317efab0d9b9dfc4fa0fdbbb39a278524c5dd42fdf9f4d05,665,1079628,aceptada,0,16/03/2021,2021-03-16T21:14:21.417-03:00,143865,NC,6,179938,226
557,NULL,666,1256059,pendiente,NULL,18/03/2021,NULL,NULL,NULL,NULL,NULL,NULL
558,1131b794505408bbc3fb51d21d3232d5b46526fe0e02de9490ea8eafaadd61bb,667,569444,aceptada,0,19/03/2021,2021-03-19T13:45:30.428-03:00,471851,NC,6,94908,5993
559,NULL,668,607519,pendiente,NULL,23/03/2021,NULL,NULL,NULL,NULL,NULL,NULL
560,NULL,669,148658,pendiente,NULL,24/03/2021,NULL,NULL,NULL,NULL,NULL,NULL
561,NULL,670,297317,pendiente,NULL,24/03/2021,NULL,NULL,NULL,NULL,NULL,NULL
562,NULL,671,587603,pendiente,NULL,24/03/2021,NULL,NULL,NULL,NULL,NULL,NULL
563,NULL,672,328202,pendiente,NULL,24/03/2021,NULL,NULL,NULL,NULL,NULL,NULL
564,NULL,673,326903,pendiente,NULL,25/03/2021,NULL,NULL,NULL,NULL,NULL,NULL
565,12317e6305c087c5618312916a1168499f275eff7c1292ff2510b45706b71fcc,674,713657,rechazada,-1,26/03/2021,NULL,NULL,NULL,NULL,NULL,NULL
566,1231b64801e30bf072961f620984db1e9b2cc83d56bda81f32f54177efc70860,675,861198,aceptada,0,26/03/2021,2021-03-26T10:54:21.782-03:00,721173,VD,0,,2428
567,NULL,676,587603,pendiente,NULL,31/03/2021,NULL,NULL,NULL,NULL,NULL,NULL
568,1231b84f93253a447bfbac8242f8438879d851bc80dd61a976703be30e992a84,677,42,aceptada,0,31/03/2021,2021-03-31T15:15:38.041-03:00,962375,VD,0,,9014
569,1131350958c7a43712f19d9701df91f11081fe3fa446e0539d903ec72e2e1691,678,375740,aceptada,0,1/4/2021,2021-04-01T09:59:21.728-03:00,26569,NC,6,62624,3470
570,1231ef1b2e4f56b1ab0d19c44f0175ae516ce7490429f42452e54dd6f4e92782,679,339993,aceptada,0,4/4/2021,2021-04-04T14:23:54.537-04:00,909384,VD,0,,2039
571,NULL,680,331328,pendiente,NULL,5/4/2021,NULL,NULL,NULL,NULL,NULL,NULL
572,NULL,681,331328,pendiente,NULL,5/4/2021,NULL,NULL,NULL,NULL,NULL,NULL
573,NULL,682,628030,pendiente,NULL,5/4/2021,NULL,NULL,NULL,NULL,NULL,NULL
574,123164e08405a6fe05b61aa6b245a436eb5154e5dd719b9d9d06c434e9be75ef,683,628030,aceptada,0,5/4/2021,2021-04-05T21:25:00.965-04:00,543370,SI,3,209344,1750
575,NULL,684,276813,pendiente,NULL,6/4/2021,NULL,NULL,NULL,NULL,NULL,NULL
576,12316dfbf24f36755dc394fc685a1d617edff5a5e1a8c38cbf731784b1efd79e,685,102940,aceptada,0,8/4/2021,2021-04-08T13:01:51.816-04:00,1369,VD,0,,1355
577,1131e583caa8c68e8ac30df99e6d273bdefc6122427c0ce0252b0cb3f23950ff,686,99191,aceptada,0,8/4/2021,2021-04-08T14:50:28.470-04:00,5082,VD,0,,1918
578,NULL,687,292631,pendiente,NULL,13/04/2021,NULL,NULL,NULL,NULL,NULL,NULL
579,NULL,688,235213,pendiente,NULL,15/04/2021,NULL,NULL,NULL,NULL,NULL,NULL
580,NULL,689,294387,pendiente,NULL,16/04/2021,NULL,NULL,NULL,NULL,NULL,NULL
581,NULL,690,411759,pendiente,NULL,16/04/2021,NULL,NULL,NULL,NULL,NULL,NULL
582,1131777eed9add7dff3ad31f2c70526f079f54c096cc0e0b492e3c3c99fad928,691,751480,aceptada,0,16/04/2021,2021-04-16T17:35:48.899-04:00,382080,VD,0,,9743
583,NULL,692,595148,pendiente,NULL,16/04/2021,NULL,NULL,NULL,NULL,NULL,NULL
584,NULL,693,82041,pendiente,NULL,19/04/2021,NULL,NULL,NULL,NULL,NULL,NULL
585,NULL,694,301684,pendiente,NULL,19/04/2021,NULL,NULL,NULL,NULL,NULL,NULL
586,NULL,695,95348,pendiente,NULL,20/04/2021,NULL,NULL,NULL,NULL,NULL,NULL
587,NULL,696,123388,pendiente,NULL,21/04/2021,NULL,NULL,NULL,NULL,NULL,NULL
588,113120d51129779405ea6d94efe79e9735c55b92599cb0286385abdc84897abb,697,123388,rechazada,-2,21/04/2021,NULL,NULL,NULL,NULL,NULL,NULL
589,NULL,698,1431665,pendiente,NULL,21/04/2021,NULL,NULL,NULL,NULL,NULL,NULL
590,1231bdf079028c763750f9b7f895ceeea2d0e2d1cb5b5333918e968413187ce3,699,1431665,aceptada,0,21/04/2021,2021-04-21T12:17:55.429-04:00,195857,NC,10,143167,732
591,1131c33b22c694d3b7833e4ec7a507794632afbd37019c83a673df6e31ade630,700,300539,aceptada,0,21/04/2021,2021-04-21T15:13:25.538-04:00,193359,NC,6,50090,1268
592,NULL,701,2168444,pendiente,NULL,23/04/2021,NULL,NULL,NULL,NULL,NULL,NULL
593,NULL,702,164082,pendiente,NULL,26/04/2021,NULL,NULL,NULL,NULL,NULL,NULL
594,12311441480dd1d8b48bf3020fa81a21aaf2f733f2a22f4ace682b2ddce6db23,703,164082,aceptada,0,26/04/2021,2021-04-26T17:27:47.900-04:00,9102,VD,0,,1738
595,NULL,704,693051,pendiente,NULL,26/04/2021,NULL,NULL,NULL,NULL,NULL,NULL
596,NULL,705,693051,pendiente,NULL,26/04/2021,NULL,NULL,NULL,NULL,NULL,NULL
597,NULL,706,174935,pendiente,NULL,27/04/2021,NULL,NULL,NULL,NULL,NULL,NULL
598,113132a74cbfb1e5f7f315a7bd69dfd569f19b7e307d2a62e9db24c84b2931a6,707,174935,aceptada,0,27/04/2021,2021-04-27T00:37:24.602-04:00,104317,VN,0,,6402
599,NULL,708,693051,pendiente,NULL,27/04/2021,NULL,NULL,NULL,NULL,NULL,NULL
